labels,text_en,translated_de
ham,"Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.","Ja.. er ist wirklich großartig.. Bhaji sagte, Kallis sei der beste Cricketspieler nach Sachin in der Welt:). Sehr schwer auszuspielen."
ham,"&lt;#&gt;  am I think? Should say on syllabus"," glaube ich? Sollte im Lehrplan stehen."
ham,"Umma. Did she say anything","Umma. Hat sie etwas gesagt?"
ham,"Give me a sec to think think about it","Gib mir eine Sekunde, um darüber nachzudenken."
spam,"Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout","Panasonic & Bluetooth-Headset KOSTENLOS. Nokia KOSTENLOS. Motorola KOSTENLOS & Doppelminuten & Doppel-SMS bei Orange-Vertrag. Rufen Sie MobileUpd8 unter 08000839402 an oder rufen Sie an, um sich abzumelden."
ham,"I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?","Ich weiß nicht genau, was ich tun soll. Ich kann immer noch niemanden erreichen. Ich könnte dich gegen 19.30 Uhr abholen und wir können sehen, ob sie in der Kneipe sind?"
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .","Poyyarikatur, Kolathupalayam, Unjalur Post, Erode Distrikt, <#>."
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala","Lieber Held, ich reise heute Abend nach Katar für eine tolle Gelegenheit. Bitte bleib in Kontakt unter &lt;EMAIL&gt;, Kerala."
ham,"Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am","Lol, ich würde gerne, aber meine Mutter würde total ausrasten und der ganzen Familie erzählen, wie verrückt und furchtbar ich bin."
ham,"I just got home babe, are you still awake ?","Ich bin gerade nach Hause gekommen, Schatz, bist du noch wach?"
ham,"I dunno they close oredi not... Ü v ma fan...","Ich weiß nicht, ob sie schon geschlossen haben... Ü v ma Fan..."
ham,"Just buy a pizza. Meat lovers or supreme. U get to pick.","Einfach eine Pizza kaufen. Fleischliebhaber oder Supreme. Du darfst wählen."
ham,"Ya, told..she was asking wats matter?","Ja, sagte.. sie hat gefragt, was los ist?"
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!","Dear, es tut mir leid, dass ich den Anruf nicht entgegennehmen konnte. Bin gerade von Coimbatore nach Kochi gefahren und bin jetzt zuhause. Habe das Handy im Auto gelassen.. magst du meine neue Frisur? Frohes Bakrid!"
spam,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+","Kostenlos für die 1. Woche! Kein Nokia-Klingelton für dein Handy jede Woche, einfach NOKIA an 8007 schicken, los geht's und sag es deinen Freunden www.getzed.co.uk POBox 36504 W45WQ norm150p/Klingelton 16+"
ham,"Shall i send that exe to your mail id.","Soll ich diese exe an deine E-Mail-Adresse senden?"
ham,"Nope watching tv at home... Not going out. V bored...","Nein, ich schaue fern zu Hause... Gehe nicht aus. Sehr gelangweilt..."
ham,"Don know..wait i will check it.","Ich weiß nicht..Warte, ich werde es überprüfen."
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen","Guten Tag an diesem glorreichen Jahrestag, meine süße J !! Ich hoffe, dass es dich glücklich und zufrieden sein lässt, meine Beute. Ich denke an dich und schicke dir einen neckischen Kuss über das Meer hinweg, der Bilder von schönen Erinnerungen hervorruft ... Du Cougar-Stift"
spam,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18","Rate mal! Jemand, den du kennst, steht heimlich auf dich! Möchtest du herausfinden, wer es ist? Ruf uns unter 09065394514 vom Festnetz an. Aus Essex, Box 1282, Kosten 150p/min, ab 18 Jahren."
ham,"We still on for tonight?","Sind wir heute Abend noch dabei?"
ham,"May i call You later Pls","Kann ich dich später anrufen, bitte?"
ham,"Hasn't that been the pattern recently crap weekends?","Haben sich nicht kürzlich beschissene Wochenenden abgezeichnet?"
ham,"I have a sore throat. It's scratches when I talk","Ich habe Halsschmerzen. Es kratzt, wenn ich spreche."
ham,"Yes da. Any plm at ur office","Yes, problem bei Ihnen im Büro?"
ham,"Are you not around or just still asleep? :V","Sind Sie nicht da oder einfach noch am Schlafen? :V"
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe","Lol, hast du es vergessen, oder? Ja, ich bringe es mit, Schatz."
ham,"Its good, we'll find a way","Es ist gut, wir werden einen Weg finden."
ham,"Can not use foreign stamps in this country. Good lecture .","Kann keine ausländischen Briefmarken in diesem Land verwenden. Gute Vorlesung."
ham,"Yup bathe liao...","Yup, gebadet liao..."
ham,"HAPPY NEW YEAR MY NO.1 MAN","FROHES NEUES JAHR, MEIN NR.1 MANN."
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!","OH MR SHEFFIELD! Du willst DAS Spiel spielen, okay. Du bist der Boss und ich bin die Nanny. Du gibst mir eine Gehaltserhöhung und ich gebe DIR eine!!"
ham,"ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG","ZOE ES HAT MICH GERADE GETROFFEN, ICH SCHEIẞE MICH VOR ANGST AN, ICH WERDE DEFINITIV MEIN BESTES TUN, UM MORGEN ZU KOMMEN. ICH LIEBE DICH MILLIONEN, LEKDOG."
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*","Hallo Baby, bist du bereits bei deiner Mutter angekommen? Stellst du jetzt den Computer ein? Füllst du deinen Bauch? Wie läuft es, Liebster? Ich vermisse dich schon... *seufzt*"
ham,"No my blankets are sufficient, thx","Nein, meine Decken reichen aus, danke."
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt","Lustiger kleiner Gedanke: Es ist besser zu flirten, zu flirten und zu flirten, als jemanden zu lieben und verletzt zu werden, verletzt und verletzt zu werden...:-) Gute Nacht"
ham,"Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","Edison hat zu Recht gesagt: Ein Narr kann mehr Fragen stellen, als ein Weiser beantworten kann. Jetzt weißt du, warum wir alle sprachlos sind während der ViVa.. GM, GN, GE, GNT:-)"
ham,"They just talking thats it de. They wont any other.","Sie reden nur, das ist alles. Sie wollen nichts anderes."
ham,"Today am going to college so am not able to atten the class.","Heute gehe ich zur Universität, deshalb kann ich nicht am Unterricht teilnehmen."
ham,"I'm in class. Will holla later","Ich bin im Unterricht. Melde mich später."
ham,"Easy ah?sen got selected means its good..","Leicht, oder? Sen ist ausgewählt bedeutet es ist gut."
ham,"Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?","Mmm das ist besser, jetzt habe ich etwas Warmes in mir! Es wäre besser, wenn ich auch ein paar Drinks hätte! Gutes indisches Essen?"
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p","Wir kennen jemanden, den du kennst, der Interesse an dir hat. Ruf 09058097218 an, um herauszufinden, wer es ist. POBox 6, LS15HB 150p"
ham,"Come round, it's .","Komm vorbei, es ist ."
ham,"Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here..","Machen Sie eine Sache! Ändern Sie diesen Satz in: Weil ich mich auf meine Ausbildung konzentrieren möchte, verlasse ich diesen Ort."
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000 Flirten JETZT! Text MÄDCHEN oder JUNGE & DEIN NAME & ALTER, z.B. MÄDCHEN ZOE 18 an 8007 senden, um teilzunehmen und zu chatten!"
ham,"I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?","Ich bin eine Stunde gelaufen, um dich zu sehen! Zeigt das nicht, dass es mir wichtig ist? Warum glaubst du nicht, dass ich es ernst meine?"
spam,"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.","18 Tage bis zum Beginn der Euro2004! Sie werden täglich über alle aktuellen Nachrichten und Ergebnisse informiert. Um sich abzumelden, senden Sie GET EURO STOP an die 83222."
ham,"Are you available for soiree on June 3rd?","Sind Sie am 3. Juni für die Soiree verfügbar?"
ham,"Do u noe wat time e place dat sells 4d closes?","Weißt du, zu welcher Zeit und an welchem Ort 4D-Kleidung verkauft wird?"
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished","Ich habe einen neuen Job bekommen! Der im Krankenhaus, in dem ich Datenanalyse oder so mache, beginnt am Montag! Ich bin mir nicht sicher, wann meine Abschlussarbeit fertig wird."
ham,"Jay's getting really impatient and belligerent","Jay wird wirklich ungeduldig und streitsüchtig."
ham,"HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.","HIYA KOMMEN NACH BRISTOL 1. WOCHE IM APRIL. LES HAT AN SILVESTER ABGESCHLOSSEN + RUDI, ABER ICH HABE GESCHLAFEN. SIE WAREN BETRUNKEN! BIST DU SCHON WIEDER AN DER SCHULE? MEINE ARBEIT SENDT TUSCHE NACH BATH."
ham,"I'm at work. Please call","Ich bin bei der Arbeit. Bitte rufen Sie an."
ham,"Then u drive lor.","Dann fährst du LKW."
ham,"Ard 515 like dat. Y?","Ard 515 mag das so. Warum?"
ham,"Tell me they're female :V how're you throwing in? We're deciding what all to get now","Sag mir, dass sie weiblich sind :V Wie wirfst du ein? Wir entscheiden jetzt, was alles zu bekommen ist."
spam,"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+","EASTENDERS TV-Quiz. Welche BLUME vergleicht sich DOT mit? D= VEILCHEN E= TULPE F= LILIE Text D E oder F an 84025 JETZT für die Chance, £100 Bargeld zu GEWINNEN WKENT/150P16+"
ham,"I'm working technical support :)voice process.networking field.","Ich arbeite im technischen Support :) Sprachprozess. Bereich Netzwerke."
ham,"I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.","Ich könnte für 2 Tage nach Kerala kommen. Daher kannst du dich darauf vorbereiten, dir freizunehmen, sobald ich das festgelegt habe. Plane keine Reisen während meines Besuchs. Dringende Arbeiten müssen erledigt werden."
ham,"Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.","Ok. Nicht sicher, um wie viel Uhr jedoch, da ich nicht sicher bin, ob ich es vor der Klasse zur Bibliothek schaffen kann. Ich werde es versuchen. Bis zu einem späteren Zeitpunkt! Einen schönen Abend noch."
spam,"We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150","Wir haben neue lokale Termine in Ihrer Gegend - Viele neue Leute haben sich in IHRER GEGEND angemeldet. Antworte DATUM, um sofort zu beginnen! Nur 18 www.flirtparty.us ANTWORTEN150"
ham,"That's fine, I'll bitch at you about it later then","Das ist in Ordnung, ich werde mich später darüber beschweren"
ham,"No my mum went 2 dentist.","Nein, meine Mutter ist zum Zahnarzt gegangen."
ham,"Once free call me sir. I am waiting for you.","Einmal frei, rufen Sie mich an, Herr. Ich warte auf Sie."
ham,"Meeting u is my work. . . Tel me when shall i do my work tomorrow","Treffen mit Ihnen ist meine Arbeit. . . Sagen Sie mir, wann ich meine Arbeit morgen machen soll."
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU","Jemand, den Sie kennen, hat unseren Dating-Service gebeten, Sie zu kontaktieren! Kannst du raten, wer? RUFEN SIE JETZT 09058091854 AN, alles wird enthüllt. POSTFACH 385 M6 6WU"
ham,"Jus finish bathing...","Jus finish bathing... 

Gerade fertig gebadet..."
ham,"alright, I'll make sure the car is back tonight","In Ordnung, ich werde sicherstellen, dass das Auto heute Abend zurück ist."
spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only","
DRINGEND! Wir versuchen, dich zu erreichen. Die heutige Ziehung zeigt, dass du einen garantierten Preis von £800 gewonnen hast. Ruf 09050003091 von einem Festnetzanschluss aus an. Nenne den Code C52. Gültig nur 12 Stunden."
spam,"Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688","Lieber U, Sie wurden zu XCHAT eingeladen. Dies ist unser letzter Versuch, Sie zu kontaktieren! Senden Sie CHAT an 86688."
ham,"Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.","Lustig, ich bekomme im Krankenhaus saftige Klatschereien mit. Zwei Krankenschwestern reden darüber, wie dick sie werden. Und eine denkt, sie sei fettleibig. Oyea."
ham,"Aight ill get on fb in a couple minutes","Aight, ich werde in ein paar Minuten auf Facebook gehen."
ham,"Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.","Hallo. Ich kann nicht reden. Ich habe keine Lust, etwas zu tun. Nimm mein Handy nicht. Bitte. Bitte."
ham,"Where can download clear movies. Dvd copies.","Wo kann ich klare Filme herunterladen? DVD-Kopien."
ham,"Yep, by the pretty sculpture","Ja, durch die hübsche Skulptur"
ham,"Convey my regards to him","Grüßen Sie ihn von mir."
ham,"Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI","Ich schaue auch nur Filme mit Surya. . . nach 18 Uhr Vijay Film POKKIRI."
ham,"You tell what happen dont behave like this to me. Ok no need to say","Du sagst mir, was passiert ist. Verhalte dich nicht so zu mir. Ok, es ist nicht nötig, etwas zu sagen."
ham,"Can u get pic msgs to your phone?","Können Sie Bilder per SMS auf Ihr Handy erhalten?"
ham,"Send to someone else :-)","Bitte senden Sie dies an jemand anderen :-)"
ham,"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!","Was einige Menschen kostbar macht, ist nicht nur das Glück, das du fühlst, wenn du sie triffst, sondern der Schmerz, den du fühlst, wenn du sie vermisst!!!"
ham,"For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..","Für mich sollte die Liebe mit Anziehung beginnen. Ich sollte fühlen, dass ich sie jedes Mal um mich herum brauche. Sie sollte das erste sein, woran ich denke. Ich würde den Tag beginnen und beenden mit ihr. Sie sollte jedes Mal da sein, wenn ich träume. Liebe wird dann sein, wenn mein jeder Atemzug ihren Namen trägt. Mein Leben sollte sich um sie drehen. Mein Leben wird nach ihr benannt sein. Ich würde für sie weinen. Ich werde all mein Glück geben und all ihre Sorgen auf mich nehmen. Ich werde bereit sein, mit jedem für sie zu kämpfen. Ich werde verliebt sein, wenn ich die verrücktesten Dinge für sie tue. Liebe wird sein, wenn ich niemandem beweisen muss, dass meine Freundin die schönste Dame auf dem ganzen Planeten ist. Ich werde immer Loblieder für sie singen. Liebe wird sein, wenn ich anfange Hühnchen-Curry zu machen und damit enden, Sambar zu machen. Das Leben wird dann am schönsten sein. Ich werde jeden Morgen aufwachen und Gott für den Tag danken, weil sie bei mir ist. Ich würde gerne noch viel sagen... werde es später erzählen."
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)","FREUNDSCHAFT ist wie die Nadel einer Uhr. Obwohl wir uns im selben Uhrwerk befinden, können wir uns nicht treffen. Selbst wenn wir uns treffen, ist es nur für wenige Sekunden. Aber wir bleiben immer verbunden. Gute Nacht ;-)"
ham,"I don't think he has spatula hands!","Ich glaube nicht, dass er Spachtelhände hat!"
ham,"You can never do NOTHING","Du kannst niemals NICHTS tun."
spam,"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99","Sie haben eine SiPix Digitalkamera gewonnen! Rufen Sie 09061221061 von einem Festnetztelefon aus an. Lieferung innerhalb von 28 Tagen. AGB Box177. M221BP. 2 Jahre Garantie. 150 ppm. 16. p p£3.99."
ham,"Goodmorning today i am late for  &lt;DECIMAL&gt; min.","Guten Morgen, heute bin ich &lt;DECIMAL&gt; Minuten zu spät."
spam,"WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm","SIEG URGENT! Ihre Mobiltelefonnummer wurde mit einem garantierten Preis von £2000 ausgezeichnet. Rufen Sie 09061790121 von einer Festnetzleitung aus an. Gutschein 3030 gültig nur 12 Stunden 150ppm."
ham,"Please da call me any mistake from my side sorry da. Pls da goto doctor.","Bitte rufen Sie mich an, falls ich einen Fehler gemacht habe, Entschuldigung dafür. Bitte gehen Sie zum Arzt."
ham,"Where r we meeting?","Wo treffen wir uns?"
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.","Das Wetter in Kalifornien ist großartig. Aber seine Komplexitäten sind groß. Du brauchst ein Auto, um dich frei bewegen zu können, und die Steuern sind horrend. Aber alles in allem ist es ein großartiger Ort. Der traurige Teil ist, dass ich mein Zuhause vermisse."
ham,"Now only i reached home. . . I am very tired now. . I will come tomorro","Jetzt bin ich endlich zuhause angekommen. Ich bin jetzt sehr müde. Ich werde morgen kommen."
ham,"Ryder unsold.now gibbs.","Ryder unsold. Jetzt gibbs. 

Translation: Ryder unsold. Gib jetzt."
spam,"Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062","Lieber Abonnent, Ihr Eintrag für einen Gutschein im Wert von £100 wird bei Eingang einer richtigen Antwort registriert. Wann war der Geburtstag von Elvis Presley? Senden Sie die Antwort per SMS an 80062."
ham,"Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.","Keine Sorge. Ich werde die Ovulationsteststreifen kaufen und sie dir zusenden. Du wirst sie erst im März erhalten. Kannst du mir deine Postanschrift schicken? Es wird dir gut gehen. In Ordnung."
ham,"NO GIFTS!! You trying to get me to throw myself off a cliff or something?","KEINE GESCHENKE!! Versuchst du, mich dazu zu bringen, mich von einer Klippe zu stürzen oder so etwas?"
ham,"Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.","Hast du etwas Interessantes unternommen? Hattest du einen schönen Geburtstag? Wann arbeitest du als nächstes? Ich habe heute mit dem Studium begonnen."
ham,"You busy or can I come by at some point and figure out what we're doing tomorrow","Bist du beschäftigt oder kann ich irgendwann vorbeikommen und herausfinden, was wir morgen machen?"
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary","Ja, mach weiter, gelangweilt und deprimiert sitze und warte darauf, dass das Telefon klingelt... Hoffentlich lässt der Wind nach, beängstigend."
ham,"Black shirt n blue jeans... I thk i c ü...","Schwarzes Hemd und blaue Jeans... Ich glaube, ich sehe dich..."
ham,"Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.","Aiyah tut mir leid... Ich habe ferngesehen und es vergessen, mein Handy zu überprüfen."
spam,"Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you","Wichtige Information für O2 Benutzer. Heute ist Ihr Glückstag! Um herauszufinden, warum, loggen Sie sich auf http://www.urawinner.com ein. Es erwartet Sie eine fantastische Überraschung."
ham,"on hen night. Going with a swing","Junggesellinnenabschied. Mit Schwung dabei."
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*","Guten Nachmittag, meine Liebe. Wie läuft dein Tag? Was machst du gerade? Ich bin früh aufgewacht und warte online auf dich... Hmmm... Ich sehe, dass der italienische Junge online ist. *grinst*"
ham,"From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke","Von jemandem zu verlangen, nicht zu rauchen, wenn ich in den letzten zwei Wochen jedes Mal geraucht habe, weil du mich angerufen oder mir eine Nachricht geschickt hast, dass du rauchen wolltest."
ham,"No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)","Nein, du wirst nur Kopfschmerzen bekommen, wenn du versuchst, es herauszufinden. Du kannst mir vertrauen, um die Mathematik zu machen. Ich verspreche es. O:-)"
ham,"S s..first time..dhoni rocks...","S s..erste Mal..dhoni rockt..."
ham,"Ok ill tell the company","Ok, ich werde es der Firma mitteilen."
ham,"Awesome, think we can get an 8th at usf some time tonight?","Toll, denkst du, wir können heute Abend um 8 Uhr an der USF zusammenkommen?"
ham,"So that means you still think of teju","Das bedeutet, dass du immer noch an Teju denkst."
ham,"No I'm good for the movie, is it ok if I leave in an hourish?","Nein, ich bin gut für den Film, ist es in Ordnung, wenn ich in etwa einer Stunde gehe?"
ham,"No no:)this is kallis home ground.amla home town is durban:)","No no :) Dies ist Kallis Heimatplatz. Amlas Heimatstadt ist Durban :)"
ham,"So lets make it saturday or monday as per convenience.","Also, lassen Sie es uns am Samstag oder Montag je nach Bequemlichkeit machen."
ham,"Hey... What time is your driving on fri? We go for evaluation on fri?","Hey... Um wie viel Uhr hast du am Freitag Fahrprüfung? Gehen wir am Freitag zur Bewertung?"
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.","449050000301 Sie haben einen Preis von £2.000 gewonnen! Um ihn zu beanspruchen, rufen Sie 09050000301 an."
ham,"I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.","Ich gehe jetzt mit meiner Familie zum Mittagessen und danach gehe ich zum Orchard."
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16","Genug vom Speed-Dating? Probieren Sie SPEEDCHAT aus, senden Sie SPEEDCHAT an 80155. Wenn Ihnen jemand nicht gefällt, senden Sie SWAP und erhalten Sie einen neuen Gesprächspartner! Chat80155 POBox36504W45WQ 150p/msg empf. 16"
ham,"Cancel cheyyamo?and get some money back?","Cancel und bekommen etwas Geld zurück?"
spam,"Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow","Möchtest du 750 Minuten jederzeit in jedem Netzwerk, 150 SMS und ein NEUES Videotelefon für nur fünf Pfund pro Woche? Ruf jetzt 08000776320 an oder antworte für Lieferung morgen."
ham,"Ok.ok ok..then..whats ur todays plan","Ok, okay.. dann.. was ist dein heutiger Plan?"
ham,"Good morning princess! How are you?","Guten Morgen Prinzessin! Wie geht es dir?"
ham,"Aiyar sorry lor forgot 2 tell u...","Aiyar Tut mir leid, ich habe vergessen, es Ihnen zu sagen..."
spam,"For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p","Für die Teilnahme an unserer mobilen Umfrage gestern! Jetzt kannst du 500 Texte haben, die du nutzen kannst, wie du möchtest. Um Texte zu erhalten, sende einfach TXT an 80160 AGB www.txt43.com 1,50p"
ham,"Not tonight mate. Catching up on some sleep. This is my new number by the way.","Nicht heute Abend, Kumpel. Ich hole etwas Schlaf nach. Das hier ist übrigens meine neue Nummer."
ham,"Height of Oh shit....!! situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D","Höhepunkt der Oh Scheiße...!! Situation: Ein Typ wirft einen Liebesbrief auf ein Mädchen, aber er fällt auf den Kopf ihres Bruders, der schwul ist, ;-) :-D"
spam,"Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg","Ihr HMV-Quiz-Kontostand beträgt derzeit £500 - um Ihren Bargeldgewinn zu maximieren, senden Sie jetzt HMV1 an 86688, nur 150p/Nachricht."
ham,"So check your errors and if you had difficulties, do correction.","So überprüfen Sie Ihre Fehler und wenn Sie Schwierigkeiten hatten, korrigieren Sie diese."
ham,"Howz pain?hope u r fine..","Wie geht es dir? Hoffe, es geht dir gut..."
ham,"Sorry, I'll call later","Entschuldigung, ich rufe später an."
ham,"Good morning princess! How are you?","Guten Morgen Prinzessin! Wie geht es dir?"
ham,"U wake up already? Thanx 4 e tau sar piah it's quite nice.","Hast du schon aufgewacht? Danke für den Tau Sar Piah, es ist ziemlich lecker."
ham,"K do I need a login or anything","K Brauche ich einen Login oder etwas ähnliches?"
spam,"Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.","Vergessen Sie nicht, dass Sie so viele KOSTENLOSE Anfragen bei 1stchoice.co.uk stellen können, wie Sie möchten. Für weitere Informationen rufen Sie 08707808226 an."
ham,"LOL ... No just was busy","LOL ... Nein, war einfach beschäftigt."
ham,"What * u wearing?","Was trägst du?"
ham,"Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com","Nachricht: Einige Texte fehlen* Absender: Name fehlt* *Nummer fehlt* Gesendet: Datum fehlt* Vermisse Dich sehr, deshalb fehlt alles*, gesendet via fullonsms.com"
ham,"Oh:)as usual vijay film or its different?","Oh:) wie gewöhnlich ein Vijay-Film oder etwas anderes?"
spam,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.","Ich kenne dich nicht und du kennst mich nicht. Sende jetzt CHAT an 86688 und lass uns uns finden! Nur 150p/Nachricht erhalten. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 Jahre oder älter."
ham,"Have you had a good day? Mine was really busy are you up to much tomorrow night?","Hattest du einen guten Tag? Meiner war wirklich geschäftig. Hast du morgen Abend viel vor?"
ham,"And is there a way you can send shade's stuff to her. And she has been wonderful too.","Und gibt es eine Möglichkeit, Schattensachen an sie zu senden. Und sie war auch wunderbar."
ham,"Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(","Wirklich... Ich dachte, dein Papier wäre schon lange vorbei... Aber was du gerade kopiert hast, wird verwendet? Du bist glücklich... Ich muss immer noch lernen :-("
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","Vielen Dank, der Gewinner wird per SMS benachrichtigt. Viel Glück! Keine zukünftigen Marketingantworten STOP an 84122 Kundendienst 08450542832."
ham,"Babe ? I lost you ... :-(","Schatz? Ich habe dich verloren... :-("
ham,"Ok... Help me ask if she's working tmr a not?","Ok... Hilf mir zu fragen, ob sie morgen arbeitet oder nicht?"
ham,"I'm not driving... Raining! Then i'll get caught at e mrt station lor.","Ich fahre nicht ... Es regnet! Dann werde ich am MRT-Bahnhof erwischt."
